"Entity","Year","Access_Electricity","Access_Clean_Fuels","Renewable_Capacity_Per_Capita","Financial_Flows_to_Developing_Countries","Renewable_Energy_Share","Electricity_from_Fossil_Fuels","Electricity_from_Nuclear","Electricity_from_Renewables","Low_Carbon_Electricity","Primary_Energy_Consumption_Per_Capita","Energy_Intensity_Level","CO2_Emissions","Renewable_Equivalent_Energy","gdp_growth","gdp_per_capita","Density.n.P.Km2.","Land.Area.Km2.","Latitude","Longitude"
"Argentina",2000,95.78329,95,235.62,NA,9.85,50.37,5.99,28.89,40.914955,18849.81,3.69,132270,12.283858,-0.788998939,7708.099115,"17",2780400,-38.416097,-63.616672
"Argentina",2001,95.51106,95.6,234.09,3890000,11.51,42.91,6.54,37.04,50.38733,18210.12,3.59,125260,15.937488,-4.408839683,7208.373114,"17",2780400,-38.416097,-63.616672
"Argentina",2002,96.22887,96.1,236.78,NA,11.62,39.7,5.39,36.06,51.07825,17275.256,3.99,117470.0012,16.249306,-10.89448483,2593.404563,"17",2780400,-38.416097,-63.616672
"Argentina",2003,96.442635,96.45,234.82,50000,10.82,46.73,7.03,34.38,46.982075,18326.521,3.97,127660.0037,14.408259,8.837040796,3349.8063,"17",2780400,-38.416097,-63.616672
"Argentina",2004,96.6535,97.2,236.15,40960000,9.29,57.35,7.31,31.03,40.066883,19261.457,4.04,141380.0049,12.1855755,9.029573301,4277.721573,"17",2780400,-38.416097,-63.616672
"Argentina",2005,96.863846,97.5,234.67,280000,9.64,59.89,6.37,34.6,40.620663,20232.844,3.68,145990.0055,12.788524,8.85165992,5109.852245,"17",2780400,-38.416097,-63.616672
"Argentina",2006,97.07606,98.1,232.56,440000,9.18,65.58,7.15,38.67,41.131058,21038.723,3.58,154899.9939,13.449462,8.0471515,5919.012338,"17",2780400,-38.416097,-63.616672
"Argentina",2007,97.29279,98.3,236.6,360000,7.72,72.95,6.72,31.18,34.19035,21708.37,3.44,162809.9976,10.599154,9.007650875,7245.446857,"17",2780400,-38.416097,-63.616672
"Argentina",2008,97.516754,98.6,234.79,22940000,7.65,76.62,6.85,31.28,33.22876,21780.38,3.42,167229.9957,10.437064,4.057233103,9020.873323,"17",2780400,-38.416097,-63.616672
"Argentina",2009,97.750656,98.9,241.83,39080000,8.59,74.01,7.59,34.7,36.362854,20954.271,3.35,156570.0073,11.783506,-5.918525076,8225.137583,"17",2780400,-38.416097,-63.616672
"Argentina",2010,98.82,99.1,239.96,1040000,8.79,78.54,6.69,34.41,34.353058,21507.703,3.26,167220.0012,11.661375,10.12539816,10385.96443,"17",2780400,-38.416097,-63.616672
"Argentina",2011,99.09535,99.3,251.14,69260000,8.83,84.43,5.89,32.43,31.217922,21894.867,3.18,176639.9994,10.929448,6.003951693,12848.8642,"17",2780400,-38.416097,-63.616672
"Argentina",2012,99.22998,99.5,252.14,256070000,8.61,91.86,5.9,30.93,28.619164,22494.715,3.3,177960.0067,10.216426,-1.026420454,13082.66433,"17",2780400,-38.416097,-63.616672
"Argentina",2013,99.342674,99.6,250.97,47820000,8.91,91.55,5.73,35.03,30.806438,23152.588,3.31,183250,10.950079,2.405323781,13080.25473,"17",2780400,-38.416097,-63.616672
"Argentina",2014,100,99.7,248.74,2472850000,9.79,92.18,5.26,34.37,30.066004,22881.006,3.4,179600.0061,11.038978,-2.512615321,12334.79825,"17",2780400,-38.416097,-63.616672
"Argentina",2015,99.62539,99.7,247.37,109830000,9.4,97.18,6.64,33.97,29.472387,23046.873,3.36,185550.0031,10.907397,2.731159828,13789.06042,"17",2780400,-38.416097,-63.616672
"Argentina",2016,99.84958,99.8,245.23,250160000,9.38,100.8,7.82,31.02,27.81438,22726.455,3.41,183160.0037,10.167007,-2.080327844,12790.24247,"17",2780400,-38.416097,-63.616672
"Argentina",2017,100,99.8,244.82,503740000,10.37,99.4,5.77,33.4,28.267298,22503.818,3.32,179320.0073,10.964719,2.818502978,14613.04182,"17",2780400,-38.416097,-63.616672
"Argentina",2018,99.98958,99.8,259.47,492720000,10.52,98.31,6.51,34.97,29.673082,22163.16,3.31,176899.9939,11.39763,-2.617396463,11795.15939,"17",2780400,-38.416097,-63.616672
"Argentina",2019,100,99.9,283.38,474460000,10.74,90.56,7.97,34.63,31.991589,20725.168,3.35,168100.0061,11.926772,-2.025934237,10056.63794,"17",2780400,-38.416097,-63.616672
"Argentina",2020,100,99.9,311.28,NA,NA,91.58,10.06,37.05,33.967842,19314.066,NA,NA,12.179417,-9.895268964,8579.017773,"17",2780400,-38.416097,-63.616672
"Brazil",2000,94.391716,89,364.68,126500000,42.66,28.87,4.94,308.77,91.57278,13400.32,3.88,313670,43.288433,4.387949444,3749.910848,"25",8515770,-14.235004,-51.92528
"Brazil",2001,96.016525,89.7,367.36,5290000,41.33,35.19,14.27,273.71,89.111,12893.828,3.9,319380,39.11162,1.389896404,3160.249345,"25",8515770,-14.235004,-51.92528
"Brazil",2002,96.65299,90.1,374.1,33350000,42.85,33.5,13.84,292.95,90.15546,13021.791,3.89,317760.0098,40.756653,3.053461857,2839.491501,"25",8515770,-14.235004,-51.92528
"Brazil",2003,96.980095,90.6,387.32,7530000,45.11,31.62,13.4,313.88,91.18975,13111.923,3.91,310809.9976,42.284126,1.140828999,3070.436419,"25",8515770,-14.235004,-51.92528
"Brazil",2004,96.76511,91.1,392.57,1140000,45.18,40.14,11.6,329.43,89.46926,13593.7,3.9,328519.989,42.286156,5.759964637,3637.31389,"25",8515770,-14.235004,-51.92528
"Brazil",2005,97.09351,91.6,399.88,11720000,46.13,39.56,9.2,346.96,90.00303,13792.465,3.88,331690.0024,43.1457,3.202132062,4790.456566,"25",8515770,-14.235004,-51.92528
"Brazil",2006,97.594315,92.1,412.49,1220000,46.67,39.4,12.98,359.55,90.43527,14020.683,3.86,335619.9951,43.045963,3.961988709,5886.391522,"25",8515770,-14.235004,-51.92528
"Brazil",2007,98.12538,92.6,427.18,910000,47.19,37.64,11.65,387.88,91.390076,14770.351,3.84,352559.9976,44.380226,6.069870607,7348.187963,"25",8515770,-14.235004,-51.92528
"Brazil",2008,98.52663,93.1,432.21,19530000,47.04,55.87,13.21,385.61,87.71251,15255.087,3.86,373630.0049,43.366776,5.094195448,8831.183643,"25",8515770,-14.235004,-51.92528
"Brazil",2009,98.85694,93.6,438.04,174490000,48.92,36.32,12.22,410.13,92.08145,15004.24,3.74,350000,46.30883,-0.125812003,8597.794335,"25",8515770,-14.235004,-51.92528
"Brazil",2010,98.6,94,457.6,135380000,46.81,61.02,13.77,435.99,88.053566,16220.931,3.85,397929.9927,44.246536,7.528225818,11286.07154,"25",8515770,-14.235004,-51.92528
"Brazil",2011,99.32869,94.3,470.43,187660000,45.26,50.27,14.8,462.32,90.468155,16629.84,3.75,418309.9976,43.91006,3.974423079,13245.38737,"25",8515770,-14.235004,-51.92528
"Brazil",2012,99.51949,94.7,482.3,228480000,43.49,77.21,15.17,454.78,85.88896,16963.494,3.82,454230.011,42.06637,1.921175985,12370.22325,"25",8515770,-14.235004,-51.92528
"Brazil",2013,99.57515,95,496.6,93260000,42.32,112,14.65,436.84,80.12387,17221.44,3.88,486839.9963,39.836597,3.00482267,12300.38671,"25",8515770,-14.235004,-51.92528
"Brazil",2014,99.650246,95.2,524.97,489030000,41.71,136.58,14.46,430.82,76.527,17519.043,3.98,511619.9951,38.852745,0.50395574,12112.83496,"25",8515770,-14.235004,-51.92528
"Brazil",2015,99.7109,95.4,550.89,2300000,43.62,128.85,13.91,428.81,77.456825,17140.15,4.05,485339.9963,40.603523,-3.545763393,8813.989806,"25",8515770,-14.235004,-51.92528
"Brazil",2016,99.7,95.7,588.73,161960000,45.46,93.06,14.97,463.37,83.713684,16591.764,4.03,447079.9866,43.5387,-3.275916906,8710.06329,"25",8515770,-14.235004,-51.92528
"Brazil",2017,99.8,95.7,617.89,521620000,45.33,101.9,14.86,464.4,82.4661,16608.686,4.05,456489.9902,43.280678,1.322869054,9928.675897,"25",8515770,-14.235004,-51.92528
"Brazil",2018,99.7,95.8,652.03,256430000,46.95,86.69,14.79,492.66,85.409164,16539.11,3.93,433989.9902,46.080498,1.783666761,9151.381732,"25",8515770,-14.235004,-51.92528
"Brazil",2019,99.8,95.8,684.92,50980000,47.57,90.91,15.16,512.59,85.30534,16681.945,3.93,434299.9878,47.304844,1.411152985,8897.552966,"25",8515770,-14.235004,-51.92528
"Brazil",2020,100,95.9,705.9,NA,NA,81.15,13.21,520.01,86.79134,15921.327,NA,NA,49.47188,-4.059048273,6796.844542,"25",8515770,-14.235004,-51.92528
"Chile",2000,97.93869,100,290.18,460000,31.36,20.42,NA,18.48,47.506424,20023.135,4.39,50420,19.573402,5.326938419,5074.902616,"26",756096,-35.675147,-71.542969
"Chile",2001,97.11581,100,286.86,150000,32.15,19.59,NA,21.03,51.772526,20184.58,4.17,48430,22.04736,3.303047313,4574.594716,"26",756096,-35.675147,-71.542969
"Chile",2002,97.28368,100,285.57,30000,33.07,19.87,NA,22.5,53.10361,20441.285,4.19,49119.99893,22.61727,3.106970532,4446.249371,"26",756096,-35.675147,-71.542969
"Chile",2003,98.782326,100,283.29,70000,31.62,23.3,NA,21.84,48.38281,20334.662,4.07,50200.00076,22.010809,4.091047685,4772.563723,"26",756096,-35.675147,-71.542969
"Chile",2004,97.60609,100,327.57,2790000,31.44,27.79,NA,20.87,42.88944,21494.553,4.04,54970.00122,19.768446,7.209539709,6194.85272,"26",756096,-35.675147,-71.542969
"Chile",2005,97.76531,100,325.16,50460000,32.26,25.2,NA,25.42,50.217308,22090.879,3.94,55970.00122,22.415243,5.742830489,7598.528877,"26",756096,-35.675147,-71.542969
"Chile",2006,99.36811,100,322.11,110000,32.91,25.54,NA,28.03,52.324062,22631.893,3.86,57150.00153,22.566658,6.317176343,9464.548507,"26",756096,-35.675147,-71.542969
"Chile",2007,98.09202,100,327.89,93230000,30.46,33.69,NA,22.29,39.81779,22387.78,3.81,64569.99969,18.706137,4.905324504,10502.35071,"26",756096,-35.675147,-71.542969
"Chile",2008,98.26487,100,331.26,65320000,30.83,32.59,NA,23.78,42.185562,22165.26,3.65,67989.99786,20.915377,3.529530553,10751.4816,"26",756096,-35.675147,-71.542969
"Chile",2009,99.59366,100,361.58,56220000,31.53,32.12,NA,24.57,43.340977,21051.678,3.61,65449.99695,21.777431,-1.564239443,10208.90797,"26",756096,-35.675147,-71.542969
"Chile",2010,99.53839,100,360.95,3200000,27.04,36.71,NA,21.55,36.98936,21403.44,3.56,69750,19.264341,5.844177296,12808.03834,"26",756096,-35.675147,-71.542969
"Chile",2011,99.588196,100,388.65,68530000,28.79,41,NA,21.04,33.913605,22459.62,3.66,76470.00122,17.502325,6.110918829,14637.23344,"26",756096,-35.675147,-71.542969
"Chile",2012,100,100,405.49,1003530000,30.31,45.17,NA,20.59,31.310825,23224.074,3.84,78410.00366,18.09596,5.318628,15351.54074,"26",756096,-35.675147,-71.542969
"Chile",2013,99.6,100,436.94,1352650000,30.23,48,NA,20.17,29.587795,23629.986,3.82,83000,18.432415,4.045004298,15842.93648,"26",756096,-35.675147,-71.542969
"Chile",2014,100,100,468.99,1263800000,26.95,44.51,NA,25.44,36.368835,23154.375,3.39,76559.99756,20.193163,1.766739784,14670.98891,"26",756096,-35.675147,-71.542969
"Chile",2015,99.71484,100,470.34,113310000,25.07,44.37,NA,27.38,38.16028,23180.021,3.39,82230.00336,21.427673,2.303767036,13574.16924,"26",756096,-35.675147,-71.542969
"Chile",2016,100,100,510.67,300130000,24.55,49.09,NA,24.27,33.083424,23993.93,3.54,86489.99786,19.706335,1.711089289,13753.59215,"26",756096,-35.675147,-71.542969
"Chile",2017,99.7,100,557.03,209270000,24.11,44.9,NA,29.32,39.504177,24517.238,3.55,87069.99969,22.405031,1.184544707,14998.81706,"26",756096,-35.675147,-71.542969
"Chile",2018,100,100,584.92,NA,25.46,43.85,NA,32.89,42.859005,25039.64,3.49,86610.00061,24.343296,3.713859177,15888.14436,"26",756096,-35.675147,-71.542969
"Chile",2019,100,100,606.69,NA,25.26,45.16,NA,32.23,41.64621,24894.514,3.66,91370.00275,24.144995,0.942005307,14741.7144,"26",756096,-35.675147,-71.542969
"Chile",2020,100,100,669.29,NA,NA,43.69,NA,34.06,43.807076,22925.926,NA,NA,26.557531,-5.771501669,13231.70421,"26",756096,-35.675147,-71.542969
"Colombia",2000,95.2,78.1,210.84,NA,28.03,10.21,0,31.98,75.79996,8011.8125,3,58340,29.556067,2.924861483,2520.481089,"46",1138910,4.570868,-74.297333
"Colombia",2001,98.47,78.9,217.68,NA,27.24,10.78,0,31.69,74.61738,7953.855,2.95,58940,30.604485,1.677898308,2439.682456,"46",1138910,4.570868,-74.297333
"Colombia",2002,94.9055,79.7,223.19,90000,28.8,10.25,0,33.83,76.746826,7834.471,2.83,56770.00046,32.692554,2.503980466,2396.627127,"46",1138910,4.570868,-74.297333
"Colombia",2003,95.12935,80.7,215.58,10000,30.7,9.6,0,36,78.94737,7863.652,2.78,56110.00061,33.389133,3.918271904,2281.401762,"46",1138910,4.570868,-74.297333
"Colombia",2004,95.35031,81.5,214.54,NA,29.18,8.87,0,39.91,81.81632,8152.3345,2.66,56110.00061,34.505455,5.333022067,2782.623185,"46",1138910,4.570868,-74.297333
"Colombia",2005,96.8,82.4,211.95,223460000,29.08,9.71,0,39.64,80.32422,7917.907,2.65,57639.99939,35.05353,4.828761108,3414.465158,"46",1138910,4.570868,-74.297333
"Colombia",2006,95.79303,83,209.72,1940000,29.69,10.13,0,42.6,80.788925,9024.093,2.62,57689.99863,34.14272,6.716868698,3741.092837,"46",1138910,4.570868,-74.297333
"Colombia",2007,96.019844,83.8,208.15,790000,30.42,9.93,0,44.27,81.67896,9058.002,2.44,59180.00031,35.182762,6.738194691,4714.073055,"46",1138910,4.570868,-74.297333
"Colombia",2008,96.80676,84.6,205.86,15930000,29.97,8.77,0,46.19,84.04294,9322.767,2.48,59779.99878,33.94141,3.283446186,5472.53653,"46",1138910,4.570868,-74.297333
"Colombia",2009,96.05723,85.4,204.03,10000,30.91,14.77,0,41.08,73.55417,9111.861,2.55,62009.99832,31.377745,1.139648645,5193.241458,"46",1138910,4.570868,-74.297333
"Colombia",2010,96.788994,86.3,208.97,3470000,29.75,15.96,0,40.66,71.81208,9474.296,2.4,63560.00137,30.092037,4.494658971,6336.709474,"46",1138910,4.570868,-74.297333
"Colombia",2011,96.6936,87,217.2,780000,28.91,10.11,0,48.81,82.84114,9794.911,2.3,69099.99847,34.515675,6.947891982,7335.166934,"46",1138910,4.570868,-74.297333
"Colombia",2012,97.03217,87.6,216.6,1840000,28.9,12.96,0,47.58,78.59267,10308.172,2.14,69699.99695,31.746134,3.912635767,8050.255372,"46",1138910,4.570868,-74.297333
"Colombia",2013,97.77942,88.45,216.82,310000,32.29,21.71,0,50.48,69.92658,10490.081,2.66,76860.00061,29.385107,5.13399352,8218.347844,"46",1138910,4.570868,-74.297333
"Colombia",2014,97.79094,89.1,237.49,55290000,32.38,20.99,0,48.06,69.60174,10938.481,2.58,79199.99695,28.364685,4.499030001,8114.343921,"46",1138910,4.570868,-74.297333
"Colombia",2015,98.1869,89.75,247.42,23220000,31.6,27.22,0,49,64.28759,10259.04,2.53,80230.00336,28.021618,2.955901375,6175.87603,"46",1138910,4.570868,-74.297333
"Colombia",2016,98.4,90.7,246.63,1454760000,30.74,25.02,0,49.54,66.44314,11435.303,2.58,82680.00031,27.708813,2.087382502,5870.777957,"46",1138910,4.570868,-74.297333
"Colombia",2017,98.5,91.2,246.81,184770000,32.53,16.07,0,61.39,79.25381,11368.834,2.44,74989.99786,32.82906,1.359360868,6376.706716,"46",1138910,4.570868,-74.297333
"Colombia",2018,98.5,92,247.06,144250000,30.72,19.11,0,60.08,75.868164,11332.247,2.29,78589.99634,31.99955,2.564324283,6729.583332,"46",1138910,4.570868,-74.297333
"Colombia",2019,99.75592,92.5,245.49,152510000,30.72,23.84,0,54.31,69.49456,11221.787,2.51,81040.00092,29.890343,3.281116805,6424.979492,"46",1138910,4.570868,-74.297333
"Colombia",2020,100,93.2,266.33,NA,NA,27.17,0,49.97,64.77833,10064.389,NA,NA,30.772787,-6.795758107,5334.556042,"46",1138910,4.570868,-74.297333
"Costa Rica",2000,96.94,89,359.7,1e+05,32.95,0.07,0,6.78,98.9781,10699.309,2.41,4950,NA,3.868718088,3789.053886,"100",51100,9.748917,-83.753428
"Costa Rica",2001,98.24978,89.4,358.3,140120000,32.11,0.11,0,6.78,98.40349,10693.142,2.34,5420,NA,3.491169872,3960.307703,"100",51100,9.748917,-83.753428
"Costa Rica",2002,98.509186,89.8,363.6,NA,32.54,0.16,0,7.26,97.843666,10944.455,2.39,5519.999981,NA,3.41687639,4042.705686,"100",51100,9.748917,-83.753428
"Costa Rica",2003,98.6959,90.1,371.05,16200000,33.3,0.19,0,7.1,97.39369,10991.341,2.44,5800.000191,NA,4.317179866,4147.824369,"100",51100,9.748917,-83.753428
"Costa Rica",2004,98.95478,90.4,371.03,90000,39.16,0.07,0,7.9,99.12171,11161.785,2.78,5940.000057,NA,4.424599597,4404.711884,"100",51100,9.748917,-83.753428
"Costa Rica",2005,99.053055,90.7,365.92,1e+05,41.73,0.28,0,7.87,96.56442,11431.702,2.67,6269.999981,NA,3.976666368,4676.379366,"100",51100,9.748917,-83.753428
"Costa Rica",2006,99.14752,91.2,385.85,80000,42.4,0.53,0,8.05,93.822845,11759.994,2.71,6559.999943,NA,7.326695432,5227.465952,"100",51100,9.748917,-83.753428
"Costa Rica",2007,99.217995,91.3,424.39,7e+05,41.19,0.69,0,8.24,92.27323,12253.692,2.64,7599.999905,NA,8.215131983,6103.741917,"100",51100,9.748917,-83.753428
"Costa Rica",2008,99.26394,91.8,422.92,90000,40.7,0.68,0,8.68,92.73505,12241.504,2.54,7519.999981,NA,4.738174878,6901.388306,"100",51100,9.748917,-83.753428
"Costa Rica",2009,99.409805,92.1,437.93,10000,40.72,0.52,0,8.7,94.360085,11747.936,2.58,7199.999809,NA,-0.873455943,6801.036735,"100",51100,9.748917,-83.753428
"Costa Rica",2010,98.995735,92.4,429.94,7640000,40.39,0.71,0,8.76,92.50264,11786.667,2.47,7110.000134,NA,5.360343526,8227.127494,"100",51100,9.748917,-83.753428
"Costa Rica",2011,99.232346,92.9,440.67,1670000,38.02,0.91,0,8.79,90.61856,11703.091,2.38,7429.999828,NA,4.40315924,9229.834517,"100",51100,9.748917,-83.753428
"Costa Rica",2012,99.503296,93.1,459.33,333910000,38.06,0.9,0,9.15,91.04477,11673.354,2.36,7449.999809,NA,4.882592369,10075.00462,"100",51100,9.748917,-83.753428
"Costa Rica",2013,99.563515,93.6,458.39,122760000,37.8,1.23,0,8.88,87.83383,11618.479,2.42,7780.00021,NA,2.494766108,10744.09102,"100",51100,9.748917,-83.753428
"Costa Rica",2014,99.35929,94,468.18,161780000,37.62,1.1,0,9.01,89.11969,11726.931,2.37,7829.999924,NA,3.542109878,10847.16967,"100",51100,9.748917,-83.753428
"Costa Rica",2015,99.409805,94.3,486.68,596370000,38.33,0.26,0,10.5,97.58364,12110.349,2.23,7539.999962,NA,3.652080968,11642.77805,"100",51100,9.748917,-83.753428
"Costa Rica",2016,99.5,94.6,590.73,173040000,36.81,0.35,0,10.5,96.77419,12301.996,2.2,8079.999924,NA,4.204323252,12011.22275,"100",51100,9.748917,-83.753428
"Costa Rica",2017,99.6,94.9,608.09,251880000,36.2,0.21,0,11.06,98.13664,12649.783,2.09,8260.000229,NA,4.157698963,12225.57449,"100",51100,9.748917,-83.753428
"Costa Rica",2018,99.7,95.3,615.07,27800000,35.7,0.31,0,11.13,97.290215,12802.764,1.98,8369.999886,NA,2.615904404,12485.4239,"100",51100,9.748917,-83.753428
"Costa Rica",2019,99.71,95.6,622.84,680000,35.76,0.25,0,11.18,97.81277,13012.45,2.11,8239.999771,NA,2.256315079,12693.82796,"100",51100,9.748917,-83.753428
"Costa Rica",2020,99.9,95.7,613.34,NA,NA,0.19,0,11.55,98.38161,11486.324,NA,NA,NA,-4.063676535,12140.85415,"100",51100,9.748917,-83.753428
"Cuba",2000,97,71.4,5.2,790000,34.43,14.1,0,0.09,0.6342495,9883.993,3.46,28350,NA,5.914760174,2747.100303,"106",110860,21.521757,-77.781167
"Cuba",2001,96.22626,74.5,5.18,4590000,34.05,14.37,0,0.07,0.48476455,9075.244,3.28,27470,NA,3.185029904,2837.73573,"106",110860,21.521757,-77.781167
"Cuba",2002,95.5,77.2,5.16,1710000,34.8,14.71,0,0.1,0.6752194,9158.403,3.01,26420.00008,NA,1.424821261,2999.241763,"106",110860,21.521757,-77.781167
"Cuba",2003,96.51303,79.8,5.15,360000,33.56,14.79,0,0.13,0.8713137,9271.938,2.89,25629.99916,NA,3.792740223,3197.133185,"106",110860,21.521757,-77.781167
"Cuba",2004,96.65091,81.8,5.24,910000,33.77,14.66,0,0.09,0.6101695,9365.984,2.67,25360.00061,NA,5.77053807,3395.710843,"106",110860,21.521757,-77.781167
"Cuba",2005,96.78825,83.8,64.6,410000,26.31,11.88,0,2.57,17.785467,9199.146,2.27,26319.99969,NA,11.20165642,3786.66345,"106",110860,21.521757,-77.781167
"Cuba",2006,96.927475,85.4,43.99,390000,21.96,13.96,0,1.54,9.935484,8954.739,2.02,26780.00069,NA,12.06586311,4683.569067,"106",110860,21.521757,-77.781167
"Cuba",2007,97.07121,87,52.35,10000,18.59,14.67,0,1.93,11.626506,9036.614,1.79,27680.00031,NA,7.262136966,5208.718388,"106",110860,21.521757,-77.781167
"Cuba",2008,97.22218,88.1,54.58,50000,18.73,14.7,0,1.97,11.8176365,10330.99,1.83,26750,NA,4.116828042,5411.269492,"106",110860,21.521757,-77.781167
