"Entity","Year","Access_Electricity","Access_Clean_Fuels","Renewable_Capacity_Per_Capita","Financial_Flows_to_Developing_Countries","Renewable_Energy_Share","Electricity_from_Fossil_Fuels","Electricity_from_Nuclear","Electricity_from_Renewables","Low_Carbon_Electricity","Primary_Energy_Consumption_Per_Capita","Energy_Intensity_Level","CO2_Emissions","Renewable_Equivalent_Energy","gdp_growth","gdp_per_capita","Density.n.P.Km2.","Land.Area.Km2.","Latitude","Longitude"
"Mexico",2003,97.400856,84.6,107.95,260000,10.17,160.45,9.98,32.11,20.78108,16996.574,3.97,404690.0024,4.6524553,1.446382684,7075.369643,"66",1964375,23.634501,-102.552784
"Mexico",2004,98.5977,84.9,115.29,530000,10.21,173.66,8.73,38.19,21.271194,17731.264,3.89,414100.0061,5.303242,3.92059081,7484.486399,"66",1964375,23.634501,-102.552784
"Mexico",2005,98.93273,85.3,113.91,33670000,10.31,178.76,10.32,42.29,22.738472,19153.719,4.01,432190.0024,5.473337,2.307807066,8277.671564,"66",1964375,23.634501,-102.552784
"Mexico",2006,99.11416,85.3,114.91,32770000,9.82,182.76,10.4,43.63,22.817688,19171.469,3.9,448299.9878,5.5860863,4.495077894,9068.294218,"66",1964375,23.634501,-102.552784
"Mexico",2007,97.91057,85.4,120.37,160000,9.46,191.83,9.95,42.14,21.355362,19098.814,3.8,457119.9951,5.209547,2.291445714,9642.680517,"66",1964375,23.634501,-102.552784
"Mexico",2008,98.91404,85.4,116.59,6690000,9.77,184.51,9.36,53.22,25.326805,19633.797,3.78,459549.9878,6.696116,1.143584587,10016.57121,"66",1964375,23.634501,-102.552784
"Mexico",2009,98.19821,85.2,117.43,4420000,9.17,194.75,10.11,40.59,20.65594,19065.637,3.9,448369.9951,4.9565783,-5.285744137,8002.972178,"66",1964375,23.634501,-102.552784
"Mexico",2010,99.236694,85,118.46,82310000,9.36,207.38,5.66,51.37,21.568775,18870.824,3.68,462869.9951,6.283124,5.118118143,9271.398396,"66",1964375,23.634501,-102.552784
"Mexico",2011,99.02815,84.85,116.51,1020000,9.07,219.88,9.66,50.7,21.538681,19447.846,3.72,478399.9939,5.886854,3.66300793,10203.4213,"66",1964375,23.634501,-102.552784
"Mexico",2012,99.11163,84.6,125.94,366050000,8.97,229.14,8.41,47.2,19.529411,19349.783,3.68,486450.0122,5.4620795,3.642322679,10241.72783,"66",1964375,23.634501,-102.552784
"Mexico",2013,99.1477,84.6,127.71,70970000,9.23,231.23,11.38,44.67,19.510582,19108.69,3.64,475739.9902,5.06007,1.354091962,10725.18359,"66",1964375,23.634501,-102.552784
"Mexico",2014,99.17293,84.6,137.66,387450000,9.76,223.43,9.3,57.46,23.005617,18757.031,3.47,462239.9902,6.727102,2.849773255,10928.91601,"66",1964375,23.634501,-102.552784
"Mexico",2015,99,84.6,141.93,226340000,9.19,234.28,11.18,52.42,21.35088,18335.252,3.3,471630.0049,6.0522633,3.293151528,9616.645558,"66",1964375,23.634501,-102.552784
"Mexico",2016,99.5,84.8,152.63,455350000,9.22,239.78,10.27,52.97,20.869911,18538.975,3.21,473309.9976,6.1314926,2.630532425,8744.515559,"66",1964375,23.634501,-102.552784
"Mexico",2017,100,84.8,155.98,502060000,9.99,242.69,10.57,55.88,21.495113,18689.648,3.07,471579.9866,6.372722,2.113129135,9287.849587,"66",1964375,23.634501,-102.552784
"Mexico",2018,99.5,84.8,175.36,300340000,10.03,259.92,13.32,58.78,21.71556,18269.648,3.09,452570.0073,6.939361,2.194994725,9686.984927,"66",1964375,23.634501,-102.552784
"Mexico",2019,99.6,84.9,201.04,338650000,10.34,248.2,10.88,59,21.969315,17903.295,3.06,449269.989,7.0507708,-0.176599456,9950.45008,"66",1964375,23.634501,-102.552784
"Mexico",2020,99.4,84.9,219.94,NA,NA,245.46,10.87,69.19,24.594496,16382.68,NA,NA,9.475372,-8.309034659,8329.271313,"66",1964375,23.634501,-102.552784
"Nicaragua",2000,72.78157,33.9,30.18,30000,58.42,1.69,0,0.44,20.657276,3180.8794,5.23,3770,NA,4.101590251,1007.499839,"55",130370,12.865416,-85.207229
"Nicaragua",2001,72.22158,35,28.73,20000,56.66,1.87,0,0.46,19.74249,3331.2754,5.13,3930,NA,2.960843491,1034.551387,"55",130370,12.865416,-85.207229
"Nicaragua",2002,73.85829,36,42.71,680000,54.67,2.01,0,0.69,25.555555,3352.5957,5.09,4059.999943,NA,0.753938876,1000.936715,"55",130370,12.865416,-85.207229
"Nicaragua",2003,74.38763,37,46.75,15280000,51.49,1.78,0,0.82,31.538464,3514.2737,5.15,4559.999943,NA,2.520732896,1005.733044,"55",130370,12.865416,-85.207229
"Nicaragua",2004,74.91408,38.2,56.67,180000,51.17,1.67,0,1.02,37.918217,3614.3872,5.16,4530.00021,NA,5.31217057,1080.269119,"55",130370,12.865416,-85.207229
"Nicaragua",2005,73.821815,39.1,57.72,40000,52.76,1.82,0,1.19,39.534885,3627.2178,5.03,4340.000153,NA,4.282398338,1162.289685,"55",130370,12.865416,-85.207229
"Nicaragua",2006,75.96777,40.2,56.94,50000,53.29,1.95,0,1.15,37.096775,3595.257,5,4550.000191,NA,4.153199588,1226.644309,"55",130370,12.865416,-85.207229
"Nicaragua",2007,76.50008,41.2,56.28,1e+05,52.61,1.93,0,0.99,33.90411,3692.5571,4.84,4699.999809,NA,5.076658981,1327.966782,"55",130370,12.865416,-85.207229
"Nicaragua",2008,77.03961,42.5,55.51,1930000,53.77,1.96,0,1.26,39.130436,3683.9102,4.69,4500,NA,3.434744656,1499.25762,"55",130370,12.865416,-85.207229
"Nicaragua",2009,77.91631,43.4,61.7,8980000,54.56,2.39,0,1.16,32.676056,3631.891,4.82,4389.999866,NA,-3.292815113,1444.36951,"55",130370,12.865416,-85.207229
"Nicaragua",2010,78.151215,44.7,64.83,96620000,54.44,2.17,0,1.34,38.17664,3699.9202,4.73,4510.000229,NA,4.410481398,1503.864191,"55",130370,12.865416,-85.207229
"Nicaragua",2011,78.7287,46,63.97,16970000,53.3,2.35,0,1.31,35.79235,3835.2747,4.53,4769.999981,NA,6.316709606,1655.802946,"55",130370,12.865416,-85.207229
"Nicaragua",2012,79.63916,47.2,91.87,72210000,53.27,2.22,0,1.67,42.93059,3815.5432,4.61,4690.000057,NA,6.496026079,1760.460308,"55",130370,12.865416,-85.207229
"Nicaragua",2013,80.82344,48.2,91.76,14660000,54.28,1.99,0,2.05,50.742577,3991.6355,4.53,4469.99979,NA,4.926825634,1811.636803,"55",130370,12.865416,-85.207229
"Nicaragua",2014,81.85307,49.3,97.01,51690000,53.02,2.07,0,2.28,52.413795,4173.7993,4.46,4760.000229,NA,4.785847059,1934.062922,"55",130370,12.865416,-85.207229
"Nicaragua",2015,83.24933,50.5,98.56,67430000,50,2.2,0,2.24,50.45045,4501.891,4.5,5269.999981,NA,4.792086282,2049.851666,"55",130370,12.865416,-85.207229
"Nicaragua",2016,84.640114,51.7,104.88,178280000,49.54,2.09,0,2.38,53.243855,4451.653,4.46,5380.000114,NA,4.562954429,2107.57406,"55",130370,12.865416,-85.207229
"Nicaragua",2017,85.98984,52.85,105.52,65850000,48.91,2.08,0,2.3,52.511414,4376.1777,4.36,5480.000019,NA,4.632533981,2159.156714,"55",130370,12.865416,-85.207229
"Nicaragua",2018,87.11668,53.8,104.2,19750000,51.44,2.05,0,2.48,54.746136,4282.387,4.46,5110.000134,NA,-3.363687646,2014.575189,"55",130370,12.865416,-85.207229
"Nicaragua",2019,88.05833,55.1,111.74,7660000,50.71,2.17,0,2.31,51.5625,4225.4365,4.68,5239.999771,NA,-3.674794578,1926.699694,"55",130370,12.865416,-85.207229
"Nicaragua",2020,88.90738,56.2,110.41,NA,NA,2,0,2.42,54.75113,4237.677,NA,NA,NA,-1.977329393,1905.261152,"55",130370,12.865416,-85.207229
"Panama",2000,81.40141,80,206.02,NA,27.67,1.36,0,3.4,71.428566,22342.99,2.27,5280,NA,2.715374155,4060.317793,"58",75420,8.537981,-80.782127
"Panama",2001,81.45625,80.9,202.12,230000,24.04,2.43,0,2.51,50.809715,22268.62,2.58,6220,NA,0.574272791,4046.429148,"58",75420,8.537981,-80.782127
"Panama",2002,82.20092,81.6,226.25,NA,28.71,1.75,0,3.4,66.01942,21577.676,2.29,5409.999847,NA,2.229149417,4126.232386,"58",75420,8.537981,-80.782127
"Panama",2003,87.8,82.5,263.2,NA,27.45,2.55,0,2.84,52.690166,21345.66,2.2,5530.00021,NA,4.205495945,4267.292687,"58",75420,8.537981,-80.782127
"Panama",2004,83.6769,83,262.32,NA,28.21,1.83,0,3.77,67.32143,21352.857,2.03,5610.000134,NA,7.522079658,4592.152614,"58",75420,8.537981,-80.782127
"Panama",2005,84.41291,83.7,257.57,NA,22.77,1.95,0,3.72,65.60847,20928.799,2.14,7119.999886,NA,7.191279402,4916.907612,"58",75420,8.537981,-80.782127
"Panama",2006,85.150795,84.1,253.08,0,22.09,2.28,0,3.58,61.092148,22302.521,2.1,7489.999771,NA,8.652465611,5348.884253,"58",75420,8.537981,-80.782127
"Panama",2007,85.893196,84.9,248.6,NA,22.79,2.65,0,3.67,58.06962,20661.121,1.87,7480.000019,NA,11.98398555,6166.187871,"58",75420,8.537981,-80.782127
"Panama",2008,86.64284,85.4,253.35,10000,23.36,2.25,0,3.99,63.94231,23762.428,1.63,7300.000191,NA,9.855654653,7154.274501,"58",75420,8.537981,-80.782127
"Panama",2009,87.40241,85.9,251.18,10000,20.37,2.82,0,3.92,58.16024,22608.205,1.77,8699.999809,NA,1.242992565,7576.140457,"58",75420,8.537981,-80.782127
"Panama",2010,86.85,86.4,262.84,2050000,20.65,2.95,0,4.2,58.741253,25191.672,1.85,9189.99958,NA,5.827993127,8082.016175,"58",75420,8.537981,-80.782127
"Panama",2011,88.96222,86.9,372.93,43030000,19.73,3.42,0,4.14,54.761906,24962.39,1.85,9989.999771,NA,11.31362625,9358.26813,"58",75420,8.537981,-80.782127
"Panama",2012,89.76787,87,397.7,NA,21.25,2.94,0,5.42,64.832535,27223.264,1.74,10460.00004,NA,9.778827513,10722.26147,"58",75420,8.537981,-80.782127
"Panama",2013,89.1,87.1,403.56,1810000,20.71,3.47,0,5.2,59.976933,26325.066,1.58,10250,NA,6.903436769,11889.09507,"58",75420,8.537981,-80.782127
"Panama",2014,91.43664,87.6,439.55,156490000,19.78,3.16,0,5.19,62.155685,26454.377,1.58,10760.00023,NA,5.06661313,12796.07403,"58",75420,8.537981,-80.782127
"Panama",2015,92.29477,87.5,517.33,65060000,21.9,2.66,0,6.69,71.5508,28399.344,1.51,10699.99981,NA,5.73269026,13630.30114,"58",75420,8.537981,-80.782127
"Panama",2016,93.16477,87.7,535.98,366660000,22.1,2.76,0,7.24,72.4,29494.584,1.49,10770.00046,NA,4.953434937,14343.98026,"58",75420,8.537981,-80.782127
"Panama",2017,93.7,87.9,542.18,101570000,23.6,2.73,0,7.9,74.31797,31180.088,1.42,10130.00011,NA,5.591328274,15146.40851,"58",75420,8.537981,-80.782127
"Panama",2018,94.92852,87.6,543.93,350000,24.44,1.9,0,8.74,82.14285,31255.303,1.39,10060.00042,NA,3.685344349,15544.99908,"58",75420,8.537981,-80.782127
"Panama",2019,95.81633,87.6,540.69,90010000,18.91,4.15,0,6.24,60.057747,27875.5,1.54,13340.00015,NA,2.979715461,15774.25494,"58",75420,8.537981,-80.782127
"Panama",2020,96.704636,87.6,532.13,NA,NA,2.7,0,8.35,75.56561,27640.848,NA,NA,NA,-17.944864,12509.83529,"58",75420,8.537981,-80.782127
"Paraguay",2000,89.42114,49.2,1388.26,NA,70.41,0.01,0,52.96,99.98112,24335.996,3.56,3520,NA,-2.314140568,1663.604939,"18",406752,-23.442503,-58.443832
"Paraguay",2001,91.04207,48.9,1365.08,10000,69.84,0.01,0,44.86,99.977715,21277.064,3.65,3610,NA,-0.834054717,1565.054289,"18",406752,-23.442503,-58.443832
"Paraguay",2002,91.66644,48.6,1335.92,NA,67.68,0.01,0,47.73,99.97905,21856.117,3.62,3779.999971,NA,-0.021404395,1300.852367,"18",406752,-23.442503,-58.443832
"Paraguay",2003,92.558395,48.4,1315.51,NA,67.05,0.02,0,51.25,99.96099,22881.867,3.55,3940.000057,NA,4.320745486,1365.416418,"18",406752,-23.442503,-58.443832
"Paraguay",2004,93.24988,48.6,1293.11,NA,66.75,0,0,51.41,100,22449.5,3.44,3970.000029,NA,4.057418364,1679.49512,"18",406752,-23.442503,-58.443832
"Paraguay",2005,94.68689,49.1,1272.37,NA,68.81,0,0,50.65,100,21752.111,3.33,3700.000048,NA,2.133490665,1843.634108,"18",406752,-23.442503,-58.443832
"Paraguay",2006,96.74905,50.3,1253.2,191130000,66.46,0,0,53.25,100,22537.387,3.27,3950.000048,NA,4.807117193,2271.088885,"18",406752,-23.442503,-58.443832
"Paraguay",2007,96.452774,51.7,1235.39,NA,68.44,0,0,53.19,100,22409.062,3.16,3720.000029,NA,5.421622872,2976.824014,"18",406752,-23.442503,-58.443832
"Paraguay",2008,96.677895,53.7,1333.67,NA,65.81,0,0,54.91,100,22887.295,3.18,4320.000172,NA,6.49629212,4047.909791,"18",406752,-23.442503,-58.443832
"Paraguay",2009,96.891335,55.6,1319.02,80000,65.36,0,0,54.41,100,22453.984,3.25,4570.000172,NA,-0.261137328,3626.818637,"18",406752,-23.442503,-58.443832
"Paraguay",2010,97.43086,57.45,1410.11,90000,63.61,0,0,53.52,100,22447.14,3.12,5039.999962,NA,11.09523127,4359.428415,"18",406752,-23.442503,-58.443832
"Paraguay",2011,98.23656,59.7,1390.98,30000,62.46,0,0,57.05,100,23345.691,3.04,5219.99979,NA,4.286371207,5329.387437,"18",406752,-23.442503,-58.443832
"Paraguay",2012,97.83562,61.3,1372.02,NA,63.43,0,0,59.63,100,23638.725,3.07,5179.999828,NA,-0.708043112,5185.141549,"18",406752,-23.442503,-58.443832
"Paraguay",2013,99.015884,63.1,1359.31,80000,62.55,0.04,0,59.87,99.933235,23514.254,2.86,5300.000191,NA,8.293076489,5936.975959,"18",406752,-23.442503,-58.443832
"Paraguay",2014,99.00072,64.3,1340.93,NA,62.54,0.04,0,54.83,99.9271,21944.45,2.84,5630.000114,NA,5.301238592,6118.31811,"18",406752,-23.442503,-58.443832
"Paraguay",2015,99.331535,65.4,1323.04,NA,60.51,0.04,0,55.3,99.92772,22191.486,3.01,6369.999886,NA,2.957151735,5413.776021,"18",406752,-23.442503,-58.443832
"Paraguay",2016,98.4,66.2,1305.64,460000,62.49,0,0,63.3,100,24718.906,3.4,7179.999828,NA,4.268025833,5324.609068,"18",406752,-23.442503,-58.443832
"Paraguay",2017,99.3,66.8,1288.69,NA,60.12,0,0,59.23,100,23435.645,3.42,8060.00042,NA,4.810078856,5678.869972,"18",406752,-23.442503,-58.443832
"Paraguay",2018,99.6,67.4,1272.19,130470000,59.24,0,0,58.75,100,23139.457,3.4,8470.000267,NA,3.204250341,5782.78455,"18",406752,-23.442503,-58.443832
"Paraguay",2019,99.7,68,1253.75,1160000,60.09,0.07,0,48.99,99.857315,19903.92,3.39,8210.000038,NA,-0.401855101,5380.963322,"18",406752,-23.442503,-58.443832
"Paraguay",2020,100,68.6,1238.3,NA,NA,0.07,0,46.43,99.849464,18493.115,NA,NA,NA,-0.565695447,5001.07276,"18",406752,-23.442503,-58.443832
"Peru",2000,72.4965,43.1,109.35,1070000,38.57,3.47,0,16.07,82.241554,5528.503,3.32,28630,32.495964,2.694371398,1955.588006,"26",1285216,-9.189967,-75.015152
"Peru",2001,72.11311,45.7,112.09,190000,41.23,2.94,0,17.48,85.60235,5407.2314,3.19,26540,35.526463,0.617892326,1941.475342,"26",1285216,-9.189967,-75.015152
"Peru",2002,74.38269,48.7,112,88200000,40.21,3.66,0,17.93,83.04771,5472.09,3.03,27729.99954,35.351955,5.453528938,2021.240038,"26",1285216,-9.189967,-75.015152
"Peru",2003,74.38097,51.2,112.52,280000,40.91,4.05,0,18.44,81.992,5345.9004,2.86,27159.99985,36.600243,4.165023137,2145.643889,"26",1285216,-9.189967,-75.015152
"Peru",2004,75.69236,53.8,112.37,110000,37.83,6.36,0,17.49,73.333336,5642.6665,2.96,31239.99977,32.297504,4.958203206,2417.034363,"26",1285216,-9.189967,-75.015152
"Peru",2005,77.173645,56.2,116.85,290000,38.35,7.29,0,18.05,71.23125,5816.902,2.95,31290.00092,31.84631,6.285060325,2729.499172,"26",1285216,-9.189967,-75.015152
"Peru",2006,80.15727,58.3,116.22,7550000,38.7,7.1,0,19.63,73.43808,5834.625,2.65,30840.00015,34.128056,7.528899044,3154.331349,"26",1285216,-9.189967,-75.015152
"Peru",2007,81.98813,60.3,115.47,730000,36.05,9.68,0,19.46,66.78105,6303.5713,2.6,33810.00137,31.039616,8.518387769,3606.070689,"26",1285216,-9.189967,-75.015152
"Peru",2008,84.678345,62.3,115.22,970000,33.71,12.88,0,19.14,59.77514,6757.0254,2.62,38290.00092,28.021553,9.126568301,4220.616378,"26",1285216,-9.189967,-75.015152
"Peru",2009,86.42432,63.8,116.8,1520000,32.92,11.97,0,19.7,62.203983,6840.561,2.62,41169.99817,28.33369,1.095823659,4196.311627,"26",1285216,-9.189967,-75.015152
"Peru",2010,88.12306,65.9,121.13,91150000,32.17,14.15,0,20.13,58.722286,7707.48,2.51,45000,25.21364,8.332459107,5082.353706,"26",1285216,-9.189967,-75.015152
"Peru",2011,89.70749,67.5,120.94,223960000,30.63,15.65,0,21.85,58.266666,8431.997,2.72,48430.00031,24.354307,6.327192402,5869.323882,"26",1285216,-9.189967,-75.015152
"Peru",2012,91.09951,69.7,125.33,238880000,30.8,16.72,0,21.69,56.46967,8629.543,2.75,48119.99893,24.011053,6.139724706,6528.971775,"26",1285216,-9.189967,-75.015152
"Peru",2013,92.13537,71.7,128.99,292670000,28.35,18.8,0,22.85,54.861942,8741.407,2.5,49750,24.136717,5.852518211,6756.752996,"26",1285216,-9.189967,-75.015152
"Peru",2014,92.91999,73.7,136.2,279440000,28.56,20.41,0,23.06,53.048077,8856.475,2.57,53169.99817,23.94071,2.382157372,6672.877373,"26",1285216,-9.189967,-75.015152
"Peru",2015,93.85218,75.8,154.29,84640000,27.43,21.39,0,24.86,53.75135,9171.356,2.57,54549.99924,24.024496,3.252244772,6229.100674,"26",1285216,-9.189967,-75.015152
"Peru",2016,94.2,77.7,185.3,102310000,27.2,23.9,0,25.95,52.05617,9602.029,2.57,56860.00061,22.57668,3.953318715,6204.996457,"26",1285216,-9.189967,-75.015152
"Peru",2017,94.8,79.6,189.85,548830000,27.59,21.62,0,30.84,58.787647,9605.62,2.54,54270.00046,26.171818,2.518835442,6710.507602,"26",1285216,-9.189967,-75.015152
"Peru",2018,95.2,81.5,194.51,68750000,27.89,21.4,0,33.28,60.863205,9887.749,2.56,54590.00015,26.795403,3.96915687,6957.793411,"26",1285216,-9.189967,-75.015152
"Peru",2019,95.55136,83.25,203.26,1090000,27.12,22.16,0,34.41,60.827293,9949.632,2.6,56750,26.621336,2.203974749,7027.612207,"26",1285216,-9.189967,-75.015152
"Peru",2020,99.31181,85.1,201.09,NA,NA,19.1,0,33.72,63.839455,8365.432,NA,NA,30.744228,-11.14881188,6126.87454,"26",1285216,-9.189967,-75.015152
"Uruguay",2000,97.676865,100,466.8,NA,38.73,0.49,0,7,93.45795,14601.469,2.7,5460,NA,-1.929930638,6875.025469,"20",176215,-32.522779,-55.765835
"Uruguay",2001,97.78539,100,465.99,1310000,41.63,0.06,0,9.1,99.344986,15946.608,2.47,4950,NA,-3.844129949,6284.45968,"20",176215,-32.522779,-55.765835
"Uruguay",2002,97.88633,100,465.91,NA,43.25,0.07,0,9.44,99.26392,14137.804,2.48,4530.00021,NA,-7.732007206,4090.891888,"20",176215,-32.522779,-55.765835
"Uruguay",2003,97.98204,100,466.25,23520000,43.83,0.08,0,8.45,99.06213,14181.147,2.48,4489.999771,NA,0.805283915,3624.205685,"20",176215,-32.522779,-55.765835
"Uruguay",2004,98.07486,100,466.55,NA,39.31,1.01,0,4.77,82.52595,13627.525,2.69,5460.000038,NA,5.004160334,4120.544205,"20",176215,-32.522779,-55.765835
"Uruguay",2005,98.167145,100,466.81,0,41.32,0.9,0,6.66,88.09524,14696.39,2.6,5420.000076,NA,7.460132138,5226.9441,"20",176215,-32.522779,-55.765835
"Uruguay",2006,98.505424,100,466.3,0,37.6,1.87,0,3.6,65.81353,13377.3125,2.7,6329.999924,NA,4.098577364,5887.845162,"20",176215,-32.522779,-55.765835
"Uruguay",2007,98.692635,100,517.34,880000,43.2,0.97,0,8.31,89.547424,15803.453,2.53,5849.999905,NA,6.541510842,7026.503055,"20",176215,-32.522779,-55.765835
"Uruguay",2008,98.784355,100,523.37,NA,44.09,3.01,0,5.5,64.629845,16750.07,3.05,7750,NA,7.176144668,9091.079039,"20",176215,-32.522779,-55.765835
"Uruguay",2009,99.1,100,529.67,6770000,44.64,2.72,0,6.08,69.090904,17655.945,2.89,7670.000076,NA,4.243494175,9451.932449,"20",176215,-32.522779,-55.765835
"Uruguay",2010,99.3,100,540.15,1120000,53.29,1.72,0,9.31,84.40617,18292.451,2.63,6280.00021,NA,7.803409666,11992.02377,"20",176215,-32.522779,-55.765835
"Uruguay",2011,99.17,100,541.79,7770000,49.67,2.76,0,7.61,73.384766,17861.395,2.71,7610.000134,NA,5.162133029,14236.715,"20",176215,-32.522779,-55.765835
"Uruguay",2012,99.6,100,542.91,290700000,47.85,3.85,0,6.76,63.713478,17839.785,2.79,8520.000458,NA,3.538178707,15171.58017,"20",176215,-32.522779,-55.765835
"Uruguay",2013,99.61181,100,593.54,211660000,51.87,2.04,0,9.41,82.18341,18592.736,2.62,7360.000134,NA,4.637538641,16973.68924,"20",176215,-32.522779,-55.765835
"Uruguay",2014,99.65708,100,716.48,275600000,56.7,1.64,0,11.21,87.23735,19071.291,2.58,6500,NA,3.238791217,16831.94819,"20",176215,-32.522779,-55.765835
"Uruguay",2015,99.70948,100,827.76,518270000,59.4,1.91,0,11.7,85.9662,19596.402,2.75,6639.999866,NA,0.370741265,15613.74597,"20",176215,-32.522779,-55.765835
"Uruguay",2016,99.7,100,929.73,69860000,60.32,1.34,0,12.41,90.25455,19814.26,2.82,6519.999981,NA,1.689798164,16715.63347,"20",176215,-32.522779,-55.765835
"Uruguay",2017,99.8,100,1080.97,18290000,60.82,1.32,0,12.93,90.73684,19084.248,2.71,6099.999905,NA,1.627753973,18690.89384,"20",176215,-32.522779,-55.765835
"Uruguay",2018,99.8,100,1078.68,NA,60.86,1.36,0,13.14,90.62069,19538.71,2.79,6539.999962,NA,0.477907184,18703.86029,"20",176215,-32.522779,-55.765835
"Uruguay",2019,99.9,100,1077.57,NA,60.76,1.89,0,14.16,88.224304,19985.01,2.77,6489.999771,NA,0.350447153,17688.01501,"20",176215,-32.522779,-55.765835
"Uruguay",2020,100,100,1075.17,NA,NA,2.4,0,11.14,82.27474,17631.44,NA,NA,NA,-5.858721243,15438.41167,"20",176215,-32.522779,-55.765835
